Situation,emotion,empathetic_dialogues,baseline_prediction,baseline_raw_output,theory_prediction,theory_raw_output,theory_estimated_vec,theory_true_vad_error,baseline_correct,theory_correct,true_macro_3d,baseline_macro_3d,theory_macro_3d,baseline_vad_error,theory_vad_error
I'm a bit upset today that the man who has lived here for a couple years has this house falling down around him and isn't fixing anything. He knows how to fix things and has such talents but doesn't use them here.,angry,"Customer :I'm a bit upset today that the man who has lived here for a couple years has this house falling down around him and isn't fixing anything. 
Agent :",sad,sad,angry,"REASONING: The explicit word ""upset"" indicates displeasure, and the criticism is directed at a specific person who is failing to fix the house, reflecting irritation and blame rather than sadness or fear. This is a low-to-moderate arousal frustration with a slight sense of assertive judgment.
VAD_Estimate: [V: -0.45, A: +0.30, D: +0.10]
EMOTION: angry",[-0.45  0.3   0.1 ],0.3319638534539566,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
i went out with a couple friends to a local bar and we were having a great time. then my friend said he was going to step out and do some drugs and i knew my friend for years and i told him no just stay and party with us but he declined and i started yelling at him and he punched me. i felt like he chose the drugs over our friendship,angry,"Customer :yeah but there is always a time and a place and if i invite my bestfriend to have a good night and he decides to do his own thing it annoys me, as i hate seeing him like that and after that i felt the night was just ruined. 
Agent :",sad,sad,angry,"REASONING: The speaker actively confronted and yelled at their friend, blaming him for choosing drugs over their friendship, which reflects frustrated, high-energy anger, not helpless fear or passive grief. The event is clearly negative, with elevated arousal and some sense of assertiveness in confronting the friend.

VAD_Estimate: [V: -0.58, A: +0.60, D: +0.25]

EMOTION: angry",[-0.58  0.6   0.25],0.07071067811865471,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
Why won't I get made at you?,angry,"Customer :Well ,you played hard! But did you work hard?
Agent :",joyful,joyful,angry,"REASONING: The speaker uses the explicit emotion word “mad” (spelled “made”), signaling anger. Anger is characterized by negative valence, high arousal, and assertive control.

VAD_Estimate: [V: -0.51, A: +0.59, D: +0.25]

EMOTION: angry",[-0.51  0.59  0.25],0.0,False,True,Negative_High_Moderate,Positive_High_Dominant,Negative_High_Moderate,1.2786711852544421,0.0
"I used to be afraid of the dark but now I am not so much, I had a nightlight for a long time",angry,"Customer :why did he do that
Agent :",joyful,joyful,afraid,"REASONING: The speaker explicitly says they “used to be afraid,” so the emotion during the described past experience is fear, even though they feel differently now. This matches high displeasure, high arousal, and low control/vulnerability.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.6923871749245504,False,False,Negative_High_Moderate,Positive_High_Dominant,Negative_High_Submissive,1.2786711852544421,0.6923871749245504
I lost my car keys at a bar last night.,angry,"Customer :Yep.  and it gets worse.   Apparently sometimes people will steal keys,  then come back and steal your car after you leave, according to the bar tenders.  So I got my truck towed home.  And... no house keys.. 
Agent :",sad,sad,angry,"REASONING: Losing car keys is a frustrating, inconvenient event that triggers irritation and self-directed blame rather than helplessness or deep sadness. The negative valence is paired with moderate arousal and a sense of frustrated control, aligning with anger.

VAD_Estimate: [V: -0.55, A: +0.45, D: +0.10]
EMOTION: angry",[-0.55  0.45  0.1 ],0.2090454496036687,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I watched a scary movie lasy. I had so many nightmares.,angry,"Customer :lol sounds terrible! 
Agent :",afraid,afraid,afraid,"REASONING: Watching a scary movie and experiencing nightmares involves threatening, uncontrollable imagery during sleep, leading to high distress, heightened arousal, and a sense of helplessness/vulnerability rather than anger or joy.
VAD_Estimate: [V: -0.70, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.7   0.6  -0.45],0.7253964433328853,False,False,Negative_High_Moderate,Negative_High_Submissive,Negative_High_Submissive,0.6923871749245504,0.6923871749245504
I found out my group of friends went to the beach last weekend and did not invite me for some reason. I don't really know why though?,angry,"Customer :I dont know how to, Im not really a confrontational person. What do you suggest?
Agent :",sad,sad,sad,"REASONING: Being excluded by friends is a painful social rejection, and the uncertainty about why creates passive dejection rather than active frustration or fear. The tone is low-energy and vulnerable, with little sense of control.
VAD_Estimate: [V: -0.65, A: -0.25, D: -0.40]
EMOTION: sad",[-0.65 -0.25 -0.4 ],1.0713076122197582,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
I was expecting our anniversary avidly. But on the day my betterhalf had work in her native place. So she went and I was alone here. Also in mind pressure she forget to wish me.,angry,"Customer :My wife forgot to wish me on our anniversary.
Agent :",sad,sad,sad,"REASONING: The anniversary expectation turned into disappointment and loneliness because the partner was absent and forgot to wish, leading to passive, low-energy dejection rather than active blame. This aligns with low valence, low arousal, and low dominance.
VAD_Estimate: [V: -0.60, A: -0.25, D: -0.35]
EMOTION: sad",[-0.6  -0.25 -0.35],1.0361949623502325,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
I never thought my ex and I would break up for good. I think we are really done now.,angry,"Customer :Maybe a good thing. We break up so much lol
Agent :",sad,sad,sad,"REASONING: The speaker expresses disappointment and a sense of finality about the relationship ending, with a resigned, low-energy tone rather than anger or fear. This points to sadness with negative valence, low arousal, and low dominance.
VAD_Estimate: [V: -0.62, A: -0.30, D: -0.35]
EMOTION: sad",[-0.62 -0.3  -0.35],1.0789810007595129,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
I recently discovered that my wife of 15 years is cheating on me.  She has been seeing my best friend of 20 years.  I am devastated.,angry,"Customer :Thank you for the sentiment.  I have a great support system to help me through this.
Agent :",sad,sad,sad,"REASONING: The explicit emotion word “devastated” signals intense grief and emotional pain over betrayal and loss, with strongly negative valence and low dominance due to helplessness; arousal may be elevated distress but the dominant tone is sorrowful dejection, not anger or fear.
VAD_Estimate: [V: -0.70, A: -0.20, D: -0.40]
EMOTION: sad",[-0.7 -0.2 -0.4],1.0405287117614777,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
I crashed my dirtbike on a gravel road. Scratched my knee up real badly and had to go home for a ride with the police.,angry,"Customer :Oh dear, sounds like a serious accident. I'm glad you are okay! Could have been terrible. 
Agent :",sad,sad,afraid,"REASONING: The crash and injury are unpleasant and involve a sudden loss of control, creating high arousal and vulnerability. There is no clear target to blame, and the situation is more about being harmed and dependent than assertive frustration, so it aligns best with fear.
VAD_Estimate: [V: -0.60, A: +0.55, D: -0.45]
EMOTION: afraid",[-0.6   0.55 -0.45],0.7068946173228369,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Submissive,1.044222198576529,0.6923871749245504
I took my daughter shopping for school clothes and she didn't like anything in any store. We bought nothing,angry,"Customer :Did they grow out of last years?
Agent :",sad,sad,angry,"REASONING: The repeated failed shopping trip is a frustrating, irritating experience, not a joyful one or a life-threatening fear. The negativity is paired with rising irritation and some outward focus, making it closer to anger than passive sadness.
VAD_Estimate: [V: -0.55, A: +0.65, D: +0.20]
EMOTION: angry",[-0.55  0.65  0.2 ],0.08774964387392127,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I crashed my dirtbike on a gravel road. Scratched my knee up real badly and had to go home for a ride with the police.,angry,"Customer :Oh no! did you hurt yourself?
Agent :",sad,sad,afraid,"REASONING: The crash and injury are clearly negative and physically painful, involving sudden high arousal/adrenaline; the speaker is left vulnerable and dependent on police for help home, indicating low dominance.
VAD_Estimate: [V: -0.65, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.65  0.55 -0.4 ],0.6661080993352355,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Submissive,1.044222198576529,0.6923871749245504
I came back last week at home and I found that my girlfriend left me. She took with her some of my stuff,angry,"Customer :I call her many times to get my stuff back. She doesn't want to answer the phone.
Agent :",sad,sad,sad,"REASONING: The situation describes a romantic breakup and personal loss, with feelings of abandonment and grief rather than active confrontation. This aligns with low energy, low control, and strongly negative valence → sad.
VAD_Estimate: [V: -0.70, A: -0.20, D: -0.35]
EMOTION: sad",[-0.7  -0.2  -0.35],1.0100495037373167,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
My flight was cancelled,angry,"Customer :U can't imagine! 
Agent :",sad,sad,angry,"REASONING: The flight cancellation is a negative, frustrating event likely directed at an external cause (the airline), producing irritation and active complaint rather than helplessness or grief. This suggests moderately negative valence, moderate-to-high arousal, and slight assertiveness/control.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.20]
EMOTION: angry",[-0.55  0.5   0.2 ],0.1104536101718726,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
I can't believe my favorite restaurant was closed today. I was so upset.,angry,"Customer :Oh no, why were they closed?
Agent :",sad,sad,sad,"REASONING: The restaurant being closed is an uncontrollable disappointment with no specific person to blame, leading to low-energy dejection rather than anger or fear. Valence is negative, arousal is low to moderate, and the speaker feels little control over the situation.

VAD_Estimate: [V: -0.60, A: -0.25, D: -0.35]

EMOTION: sad",[-0.6  -0.25 -0.35],1.0361949623502325,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
I had to work late yesterday.,angry,"Customer :Employee incompetence.
Agent :",sad,sad,sad,"REASONING: The phrase ""had to work late"" signals an unpleasant obligation with little control, and the tone suggests tired resignation rather than active frustration or fear. This aligns with low-to-moderate negative valence, low arousal, and low dominance.
VAD_Estimate: [V: -0.45, A: -0.30, D: -0.40]
EMOTION: sad",[-0.45 -0.3  -0.4 ],1.1037209792334293,False,False,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_Moderate_Submissive,1.044222198576529,1.044222198576529
I'm upset about a project my daughter is working on.,angry,"Customer :She's working on that now.
Agent :",sad,sad,angry,"REASONING: ""Upset"" signals active irritation and frustration, not helplessness or low-energy sadness; the cause is a situation rather than a life-threatening fear, so this best aligns with anger. Valence is negative, arousal is moderately high, and the speaker retains some assertive control by naming the source of frustration.

VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],0.041231056256176644,False,True,Negative_High_Moderate,Negative_Moderate_Submissive,Negative_High_Moderate,1.044222198576529,0.0
